id,registry,lead_cities,has_publication,doi,pmid,url,publication_date,identification_step,publication_type,is_prospective,has_summary_results,summary_results_date,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,days_cd_to_publication,days_pcd_to_publication,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_reg_to_publication,recruitment_status,phase,enrollment,is_multicentric,main_sponsor,allocation,is_randomized,masking,intervention_type,center_size,has_german_umc_lead,facility_cities,iv_version,is_dupe
NCT00303810,ClinicalTrials.gov,Hamburg Würzburg,TRUE,10.1016/j.ijrobp.2014.04.017,24969797,http://www.sciencedirect.com/science/article/pii/S0360301614004878?via%3Dihub,2014-07-15,Registry linked,journal publication,FALSE,FALSE,NA,2006-03-15,2001-01-01,2013-12-01,2013,2013-12-01,2013,226,226,NA,NA,-1899,2818,2818,3044,Completed,Not given,567,FALSE,Other,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00312845,ClinicalTrials.gov,NA,TRUE,10.1016/s1470-2045(11)70150-4,21724462,NA,2011-07-01,Registry linked,journal publication,FALSE,TRUE,2011-06-29,2006-04-07,2006-03-01,2010-07-01,2010,2010-06-01,2010,365,395,363,393,-37,1546,1516,1911,Completed,Phase 3,676,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Münster,1,FALSE
NCT00317642,ClinicalTrials.gov,NA,TRUE,10.1200/jco.2011.37.9743,22585697,http://ascopubs.org/doi/abs/10.1200/JCO.2011.37.9743?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed,2012-05-14,Registry linked,journal publication,TRUE,TRUE,2011-08-11,2006-04-24,2006-08-01,2012-01-01,2012,2012-01-01,2012,134,134,-143,-143,99,2078,2078,2212,Completed,Phase 3,326,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Hannover TU_München Ulm,1,FALSE
NCT00319020,ClinicalTrials.gov,NA,TRUE,10.1016/j.ijcard.2015.08.080,26386921,http://www.sciencedirect.com/science/article/pii/S0167527315303090,2015-08-09,Registry linked,journal publication,FALSE,TRUE,2017-02-09,2006-04-26,2005-08-01,2011-10-01,2011,2011-10-01,2011,1408,1408,1958,1958,-268,1984,1984,3392,Completed,Phase 3,33,TRUE,Industry,Non-Randomized,FALSE,No masking,Drug,No lead center,FALSE,Giessen,1,FALSE
NCT00319046,ClinicalTrials.gov,NA,TRUE,10.1186/1750-1172-7-102,23270487,https://www.ncbi.nlm.nih.gov/pubmed/23270487?dopt=Abstract,2012-12-27,Registry linked,journal publication,FALSE,TRUE,2012-04-24,2006-04-26,2006-02-01,2010-07-01,2010,2010-06-01,2010,910,940,663,693,-84,1527,1497,2437,Completed,Phase 3,42,TRUE,Industry,Not given,NA,Open Label,Drug,No lead center,FALSE,Mainz,1,FALSE
NCT00324311,ClinicalTrials.gov,NA,TRUE,10.1016/j.burns.2013.08.013,24074719,https://www.ncbi.nlm.nih.gov/pubmed/24074719,2013-09-26,Registry linked,journal publication,FALSE,FALSE,NA,2006-05-10,2005-12-01,2010-02-01,2010,2009-10-01,2009,1333,1456,NA,NA,-160,1363,1240,2696,Completed,Phase 3,182,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Mannheim,1,FALSE
NCT00326066,ClinicalTrials.gov,NA,TRUE,10.1167/iovs.09-3972,20207977,https://www.ncbi.nlm.nih.gov/pubmed/20207977?dopt=Abstract,2010-03-05,Registry linked,journal publication,FALSE,FALSE,NA,2006-05-12,2005-02-01,2013-05-01,2013,2013-05-01,2013,-1153,-1153,NA,NA,-465,2546,2546,1393,Unknown status,Phase 4,47,TRUE,Industry,Randomized,TRUE,Open Label,Device,No lead center,FALSE,Mainz TU_München Würzburg,1,FALSE
NCT00326989,ClinicalTrials.gov,Frankfurt,TRUE,10.1001/jama.2013.3527,23592107,http://jamanetwork.com/journals/jama/fullarticle/1679402,2013-04-17,Registry linked,journal publication,TRUE,FALSE,NA,2006-05-16,2006-05-01,2011-12-01,2011,2011-09-01,2011,503,594,NA,NA,-15,2025,1934,2528,Completed,Phase 1/Phase 2,103,FALSE,Other,Randomized,TRUE,"Participant, Investigator",Procedure,large,TRUE,NA,1,FALSE
NCT00330369,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(09)61500-2,19748665,https://www.sciencedirect.com/science/article/pii/S0140673609615002,2009-09-11,Registry linked,journal publication,TRUE,FALSE,NA,2006-05-24,2006-06-01,2009-01-01,2009,2009-01-01,2009,253,253,NA,NA,8,953,953,1206,Completed,Phase 3,352,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Hannover Schleswig-Holstein,1,FALSE
NCT00331890,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(12)60813-7,22691567,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)60813-7/abstract,2012-06-11,Registry linked,journal publication,TRUE,FALSE,NA,2006-05-30,2006-10-01,2012-03-01,2012,2012-02-01,2012,102,131,NA,NA,124,2102,2073,2204,Terminated,Phase 3,2298,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Düsseldorf Erlangen Greifswald Hamburg Heidelberg Leipzig LMU_München Münster,1,FALSE
NCT00334594,ClinicalTrials.gov,NA,TRUE,10.1016/s1470-2045(15)00208-9,26538423,http://www.sciencedirect.com/science/article/pii/S1470204515002089?via%3Dihub,2015-11-02,Registry linked,journal publication,FALSE,FALSE,NA,2006-06-07,2005-11-01,2018-06-01,2018,2013-12-01,2013,-942,701,NA,NA,-218,4377,2734,3435,Terminated,Phase 2,153,TRUE,Other,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Freiburg,1,FALSE
NCT00335543,ClinicalTrials.gov,Erlangen,TRUE,10.1007/s00066-014-0737-7,25252602,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4289008/,2014-09-25,Registry linked,journal publication,FALSE,FALSE,NA,2006-06-08,2003-06-01,2009-10-01,2009,2009-06-01,2009,1820,1942,NA,NA,-1103,1211,1089,3031,Completed,Phase 2,254,TRUE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,Berlin Heidelberg Leipzig Regensburg Tübingen,1,FALSE
NCT00351403,ClinicalTrials.gov,Homburg,TRUE,10.1053/j.gastro.2011.07.019,21784046,http://www.sciencedirect.com/science/article/pii/S0016508511009838?via%3Dihub,2011-07-22,Registry linked,journal publication,TRUE,FALSE,NA,2006-07-11,2006-07-01,2010-01-01,2010,2010-01-01,2010,567,567,NA,NA,-10,1270,1270,1837,Completed,Phase 4,390,TRUE,Industry,Non-Randomized,FALSE,Open Label,Drug,small,TRUE,Aachen Berlin Erlangen Duisburg Frankfurt Freiburg Hamburg Hannover Heidelberg Schleswig-Holstein Köln Leipzig Mainz LMU_München TU_München Ulm Würzburg,1,FALSE
NCT00353496,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1316158,25014687,https://www.ncbi.nlm.nih.gov/pubmed/25014687?dopt=Abstract,2014-07-17,Registry linked,journal publication,FALSE,TRUE,2015-01-15,2006-07-17,2006-06-01,2013-04-01,2013,2013-04-01,2013,472,472,654,654,-46,2450,2450,2922,Completed,Phase 3,264,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Erlangen Schleswig-Holstein Mainz,1,FALSE
NCT00354133,ClinicalTrials.gov,Schleswig-Holstein,TRUE,10.1056/nejmoa1205158,23406026,https://www.ncbi.nlm.nih.gov/pubmed/23406026?dopt=Abstract,2013-02-14,Registry linked,journal publication,TRUE,FALSE,NA,2006-07-19,2006-07-01,2012-06-01,2012,2011-12-01,2011,258,441,NA,NA,-18,2144,1961,2402,Unknown status,Phase 4,251,TRUE,Other,Randomized,TRUE,Open Label,Device,small,TRUE,Berlin Düsseldorf Freiburg Heidelberg LMU_München Tübingen,1,FALSE
NCT00355095,ClinicalTrials.gov,Homburg,TRUE,10.1002/ana.23573,22926853,http://onlinelibrary.wiley.com/doi/10.1002/ana.23573/abstract,2012-08-27,Registry linked,journal publication,TRUE,FALSE,NA,2006-07-20,2006-08-01,2011-07-01,2011,2011-02-01,2011,423,573,NA,NA,12,1807,1657,2230,Completed,Phase 2,40,TRUE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,Göttingen Hamburg,1,FALSE
NCT00355862,ClinicalTrials.gov,Regensburg,TRUE,10.1097/tp.0000000000000965,26555945,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4683033/,2016-01-01,Registry linked,journal publication,FALSE,FALSE,NA,2006-07-24,2006-01-01,2014-05-01,2014,2009-04-01,2009,610,2466,NA,NA,-204,2838,982,3448,Completed,Phase 3,525,FALSE,Other,Randomized,TRUE,Open Label,Drug,small,TRUE,NA,1,TRUE
NCT00359424,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1214300,23390923,https://www.ncbi.nlm.nih.gov/pubmed/23390923?dopt=Abstract,2013-02-07,Registry linked,journal publication,TRUE,TRUE,2013-07-04,2006-07-31,2006-08-01,2013-04-01,2013,2012-07-01,2012,-53,221,94,368,1,2436,2162,2383,Terminated,Phase 3,656,TRUE,Other,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Dresden Freiburg Greifswald Halle,1,FALSE
NCT00359918,ClinicalTrials.gov,Leipzig,TRUE,10.1016/j.jcin.2011.01.013,21700245,https://www.ncbi.nlm.nih.gov/pubmed/21700245?dopt=Abstract,2011-06-01,Registry linked,journal publication,TRUE,FALSE,NA,2006-08-01,2006-08-01,2009-08-01,2009,2009-08-01,2009,669,669,NA,NA,0,1096,1096,1765,Completed,Phase 4,162,FALSE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00362089,ClinicalTrials.gov,TU_München,TRUE,10.3945/ajcn.115.128520,27053380,https://www.ncbi.nlm.nih.gov/pubmed/27053380?dopt=Abstract,2016-04-06,Registry linked,journal publication,FALSE,FALSE,NA,2006-08-08,2006-06-01,2010-11-01,2010,2010-11-01,2010,1983,1983,NA,NA,-68,1546,1546,3529,Completed,Not given,208,FALSE,Other,Randomized,TRUE,Open Label,Dietary Supplement,large,TRUE,NA,1,FALSE
NCT00366158,ClinicalTrials.gov,Heidelberg,TRUE,10.1007/s00399-015-0394-2,26315154,https://link.springer.com/article/10.1007%2Fs00399-015-0394-2,2015-08-28,Registry linked,journal publication,TRUE,FALSE,NA,2006-08-18,2006-08-01,2010-09-01,2010,2009-06-01,2009,1822,2279,NA,NA,-17,1475,1018,3297,Completed,Not given,461,TRUE,Industry,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT00368953,ClinicalTrials.gov,Leipzig,TRUE,10.1016/j.jcin.2010.11.016,21511226,https://www.ncbi.nlm.nih.gov/pubmed/21511226?dopt=Abstract,2011-04-01,Registry linked,journal publication,TRUE,FALSE,NA,2006-08-28,2006-09-01,2009-12-01,2009,2009-12-01,2009,486,486,NA,NA,4,1191,1191,1677,Completed,Phase 4,240,FALSE,Other,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT00373425,ClinicalTrials.gov,NA,TRUE,10.1200/jco.2015.61.8918,26324372,https://www.ncbi.nlm.nih.gov/pubmed/26324372?dopt=Abstract,2015-08-31,Registry linked,journal publication,TRUE,TRUE,2014-04-02,2006-09-07,2006-09-01,2014-06-01,2014,2013-04-01,2013,456,882,-60,366,-6,2824,2398,3280,Completed,Phase 3,1252,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Duisburg Freiburg Göttingen Heidelberg Schleswig-Holstein Mainz,1,FALSE
NCT00373451,ClinicalTrials.gov,TU_München,TRUE,10.1056/nejmoa1109596,22077909,NA,2011-11-13,Registry linked,journal publication,FALSE,FALSE,NA,2006-09-07,2006-07-01,2011-07-01,2011,2011-05-01,2011,135,196,NA,NA,-68,1758,1697,1893,Completed,Phase 4,1721,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00374985,ClinicalTrials.gov,Mainz,TRUE,10.1186/1471-2407-13-75,23394629,https://www.ncbi.nlm.nih.gov/pubmed/23394629?dopt=Abstract,2013-02-11,Registry linked,journal publication,FALSE,FALSE,NA,2006-09-11,2005-10-01,2013-09-01,2013,2013-09-01,2013,-202,-202,NA,NA,-345,2547,2547,2345,Completed,Phase 1/Phase 2,25,FALSE,Other,Non-Randomized,FALSE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00375219,ClinicalTrials.gov,Heidelberg Mannheim,TRUE,10.1182/blood-2012-03-415307,22896000,https://www.ncbi.nlm.nih.gov/pubmed/22896000?dopt=Abstract,2012-08-15,Registry linked,journal publication,TRUE,TRUE,2014-05-05,2006-09-08,2006-09-01,2013-09-01,2013,2010-12-01,2010,-382,623,246,1251,-7,2550,1545,2168,Completed,Phase 2,103,TRUE,Industry,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00379470,ClinicalTrials.gov,NA,TRUE,10.1016/j.ejca.2012.04.011,22608262,http://www.sciencedirect.com/science/article/pii/S0959804912003528?via%3Dihub,2012-05-18,Registry linked,journal publication,TRUE,FALSE,NA,2006-09-20,2006-09-01,2011-01-01,2011,2009-11-01,2009,503,929,NA,NA,-19,1564,1138,2067,Completed,Phase 3,236,TRUE,Industry,Randomized,TRUE,Open Label,Device,No lead center,FALSE,Hamburg Schleswig-Holstein,1,FALSE
NCT00382967,ClinicalTrials.gov,Berlin,TRUE,10.1136/jnnp-2011-301695,22492213,https://www.ncbi.nlm.nih.gov/pubmed/22492213?dopt=Abstract,2012-04-06,Registry linked,journal publication,TRUE,TRUE,2012-05-14,2006-09-29,2006-10-01,2011-01-01,2011,2011-01-01,2011,461,461,499,499,2,1555,1555,2016,Completed,Phase 4,273,TRUE,Industry,Randomized,TRUE,Open Label,Procedure,large,TRUE,NA,1,FALSE
NCT00385697,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(11)60931-8,21719095,https://www.sciencedirect.com/science/article/pii/S0140673611609318,2011-06-28,Registry linked,journal publication,TRUE,FALSE,NA,2006-10-07,2006-10-01,2011-08-01,2011,2010-06-01,2010,-34,392,NA,NA,-6,1759,1333,1725,Completed,Phase 2/Phase 3,554,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Giessen Heidelberg Ulm,1,FALSE
NCT00389181,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(13)62302-8,24268105,https://www.ncbi.nlm.nih.gov/pubmed/24268105?dopt=Abstract,2013-11-20,Registry linked,journal publication,TRUE,FALSE,NA,2006-10-16,2006-10-01,2015-05-01,2015,2013-06-01,2013,-527,172,NA,NA,-15,3119,2420,2592,Completed,Phase 3,226,TRUE,Other,Randomized,TRUE,Open Label,Procedure,No lead center,FALSE,Berlin Dresden Duisburg Frankfurt Freiburg Hamburg Heidelberg LMU_München,1,FALSE
NCT00389779,ClinicalTrials.gov,NA,TRUE,10.1161/hypertensionaha.110.156976,20921430,https://www.ncbi.nlm.nih.gov/pubmed/20921430,2010-10-04,Registry linked,journal publication,FALSE,FALSE,NA,2006-10-17,2006-09-01,2009-08-01,2009,2009-08-01,2009,429,429,NA,NA,-46,1019,1019,1448,Completed,Phase 3,849,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin,1,FALSE
NCT00390832,ClinicalTrials.gov,TU_München,TRUE,10.1186/s12872-016-0464-3,28109258,https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-016-0464-3,2017-01-21,Registry linked,journal publication,TRUE,FALSE,NA,2006-10-19,2006-12-01,2009-03-01,2009,2009-03-01,2009,2883,2883,NA,NA,43,864,864,3747,Completed,Phase 3,138,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00391443,ClinicalTrials.gov,NA,TRUE,10.1164/rccm.201011-1874oc,21474646,http://www.atsjournals.org/doi/abs/10.1164/rccm.201011-1874OC,2011-04-07,Registry linked,journal publication,TRUE,TRUE,2012-04-25,2006-10-20,2007-02-01,2010-07-01,2010,2010-02-01,2010,280,430,664,814,104,1350,1200,1630,Completed,Phase 3,616,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Freiburg Giessen Heidelberg LMU_München,1,FALSE
NCT00391612,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(11)61050-7,21907863,http://www.sciencedirect.com/science/article/pii/S0140673611610507,2011-09-10,Registry linked,journal publication,FALSE,FALSE,NA,2006-10-20,2006-05-01,2013-12-01,2013,2009-10-01,2009,-813,709,NA,NA,-172,2599,1077,1786,Unknown status,Phase 3,450,TRUE,Industry,Randomized,TRUE,Double Blind,Device,No lead center,FALSE,Homburg,1,FALSE
NCT00392054,ClinicalTrials.gov,NA,TRUE,10.1001/jama.2014.467,24549549,https://jamanetwork.com/journals/jama/fullarticle/10.1001/jama.2014.467,2014-02-19,Registry linked,journal publication,FALSE,FALSE,NA,2006-10-23,2006-08-01,2012-01-01,2012,2012-01-01,2012,780,780,NA,NA,-83,1896,1896,2676,Unknown status,Phase 3,127,TRUE,Other,Randomized,TRUE,Open Label,Procedure,No lead center,FALSE,Hamburg,1,FALSE
NCT00392184,ClinicalTrials.gov,Erlangen Leipzig,TRUE,10.1016/j.ijrobp.2010.04.032,20675064,http://www.sciencedirect.com/science/article/pii/S0360301610006097,2010-08-02,Registry linked,journal publication,FALSE,FALSE,NA,2006-10-24,2000-11-01,2010-10-01,2010,2009-02-01,2009,-60,547,NA,NA,-2183,1438,831,1378,Completed,Phase 2,274,TRUE,Other,Not given,NA,Open Label,Procedure,large,TRUE,NA,1,FALSE
NCT00393679,ClinicalTrials.gov,NA,TRUE,10.1371/journal.pmed.1001119,22087077,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001119,2011-11-08,Registry linked,journal publication,TRUE,FALSE,NA,2006-10-27,2007-07-01,2009-12-01,2009,2009-12-01,2009,707,707,NA,NA,247,1131,1131,1838,Completed,Phase 3,4112,TRUE,Other,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Tübingen,1,FALSE
NCT00395252,ClinicalTrials.gov,Marburg,TRUE,10.1093/annonc/mdt270,23897705,https://www.ncbi.nlm.nih.gov/pubmed/23897705?dopt=Abstract,2013-07-29,Registry linked,journal publication,FALSE,FALSE,NA,2006-11-01,2006-10-01,2012-01-01,2012,2010-11-01,2010,575,1001,NA,NA,-31,1887,1461,2462,Completed,Phase 2,76,TRUE,Other,Not given,NA,Open Label,Drug,small,TRUE,Heidelberg Jena Mannheim TU_München Regensburg,1,FALSE
NCT00396981,ClinicalTrials.gov,NA,TRUE,10.3174/ajnr.a3755,24184523,NA,2013-11-01,Registry linked,journal publication,TRUE,TRUE,2013-02-07,2006-11-06,2007-03-01,2015-03-01,2015,2011-01-01,2011,-485,1035,-752,768,115,3037,1517,2552,Completed,Phase 4,626,TRUE,Industry,Randomized,TRUE,Open Label,Device,No lead center,FALSE,Freiburg Homburg,1,FALSE
NCT00400387,ClinicalTrials.gov,Jena,TRUE,10.7326/m14-2062,25938990,https://www.annals.org/article.aspx?doi=10.7326/M14-2062,2015-05-05,Registry linked,journal publication,TRUE,FALSE,NA,2006-11-15,2006-11-01,2013-04-01,2013,2012-12-01,2012,764,885,NA,NA,-14,2329,2208,3093,Completed,Phase 3,449,TRUE,Other,Randomized,TRUE,Open Label,Drug,small,TRUE,Dresden Halle Hannover Schleswig-Holstein LMU_München TU_München Tübingen,1,FALSE
NCT00402168,ClinicalTrials.gov,NA,TRUE,10.2215/cjn.05840710,21051752,https://www.ncbi.nlm.nih.gov/pubmed/21051752,2010-11-04,Registry linked,journal publication,TRUE,TRUE,2015-11-10,2006-11-20,2007-01-01,2013-06-01,2013,2009-06-01,2009,-940,521,892,2353,42,2385,924,1445,Completed,Phase 2,173,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Berlin,1,FALSE
NCT00402428,ClinicalTrials.gov,NA,TRUE,10.1053/j.gastro.2010.06.066,20600013,http://www.sciencedirect.com/science/article/pii/S0016508510010097?via%3Dihub,2010-06-27,Registry linked,journal publication,TRUE,FALSE,NA,2006-11-20,2006-12-01,2009-02-01,2009,2009-02-01,2009,511,511,NA,NA,11,804,804,1315,Completed,Phase 3,1331,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Berlin Düsseldorf Duisburg Frankfurt Freiburg Hannover Heidelberg Leipzig Mainz,1,FALSE
NCT00402675,ClinicalTrials.gov,Leipzig,TRUE,10.1093/eurheartj/ehr418,22108830,NA,2012-08-01,Registry linked,journal publication,FALSE,FALSE,NA,2006-11-20,2006-07-01,2010-01-01,2010,2009-12-01,2009,943,974,NA,NA,-142,1138,1107,2081,Completed,Phase 4,600,TRUE,Other,Randomized,TRUE,Open Label,Procedure,large,TRUE,NA,1,FALSE
NCT00404092,ClinicalTrials.gov,Köln,TRUE,10.1128/aac.05134-11,21911573,https://www.ncbi.nlm.nih.gov/pubmed/21911573,2011-09-12,Registry linked,journal publication,FALSE,TRUE,2012-12-12,2006-11-24,2006-10-01,2009-10-01,2009,2009-10-01,2009,711,711,1168,1168,-54,1042,1042,1753,Completed,Phase 2,46,TRUE,Other,Non-Randomized,FALSE,Open Label,Drug,large,TRUE,Berlin Münster,1,FALSE
NCT00404144,ClinicalTrials.gov,NA,TRUE,10.1007/s00392-009-0101-6,20052480,https://www.ncbi.nlm.nih.gov/pubmed/20052480?dopt=Abstract,2010-01-06,Registry linked,journal publication,FALSE,FALSE,NA,2006-11-24,2006-01-01,2012-09-01,2012,2010-08-01,2010,-969,-207,NA,NA,-327,2108,1346,1139,Completed,Phase 2,120,TRUE,Other,Not given,NA,Open Label,Device,No lead center,FALSE,Halle Heidelberg Jena Homburg,1,FALSE
NCT00405756,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1112704,22571200,https://www.ncbi.nlm.nih.gov/pubmed/22571200?dopt=Abstract,2012-05-10,Registry linked,journal publication,TRUE,TRUE,2012-04-16,2006-11-29,2007-01-01,2016-04-01,2016,2009-11-01,2009,-1422,921,-1446,897,33,3411,1068,1989,Completed,Phase 3,459,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Dresden Freiburg Greifswald Heidelberg Ulm Würzburg,1,FALSE
NCT00409175,ClinicalTrials.gov,NA,TRUE,10.1080/13506129.2016.1207163,27494299,http://www.tandfonline.com/doi/full/10.1080/13506129.2016.1207163,2016-08-05,Registry linked,journal publication,TRUE,TRUE,2012-11-16,2006-12-06,2007-01-01,2009-05-01,2009,2009-05-01,2009,2653,2653,1295,1295,26,877,877,3530,Completed,Phase 2/Phase 3,128,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Münster,1,FALSE
NCT00410384,ClinicalTrials.gov,NA,TRUE,10.1002/art.30613,22127708,https://www.ncbi.nlm.nih.gov/pubmed/22127708?dopt=Abstract,2011-12-01,Registry linked,journal publication,TRUE,TRUE,2011-04-07,2006-12-08,2006-12-01,2010-03-01,2010,2009-09-01,2009,640,821,402,583,-7,1179,998,1819,Completed,Phase 3,819,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Düsseldorf Erlangen Frankfurt Freiburg Hannover Jena Schleswig-Holstein Leipzig Mainz Tübingen,1,FALSE
NCT00410631,ClinicalTrials.gov,NA,TRUE,10.1186/s12885-016-2513-9,27465021,https://bmccancer.biomedcentral.com/articles/10.1186/s12885-016-2513-9,2016-06-27,Registry linked,journal publication,FALSE,FALSE,NA,2006-12-11,2004-10-01,2010-12-01,2010,2010-12-01,2010,2035,2035,NA,NA,-801,1451,1451,3486,Unknown status,Phase 3,642,TRUE,Other,Randomized,TRUE,Open Label,Biological,No lead center,FALSE,Aachen Berlin Bonn Dresden Düsseldorf Erlangen Duisburg Frankfurt Freiburg Göttingen Halle Hamburg Hannover Heidelberg Jena Schleswig-Holstein Köln Schleswig-Holstein Magdeburg Mainz Marburg LMU_München Münster Rostock Homburg Tübingen Ulm Würzburg,1,FALSE
NCT00412893,ClinicalTrials.gov,NA,TRUE,10.1016/s0140-6736(15)01159-9,26684607,https://linkinghub.elsevier.com/retrieve/pii/S0140-6736(15)01159-9,2015-12-10,Registry linked,journal publication,TRUE,TRUE,2015-03-19,2006-12-18,2007-03-01,2013-03-01,2013,2013-03-01,2013,1014,1014,748,748,73,2265,2265,3279,Completed,Phase 3,527,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Aachen Berlin Köln Leipzig,1,FALSE
NCT00413036,ClinicalTrials.gov,NA,TRUE,10.1093/annonc/mdq626,21228334,https://www.ncbi.nlm.nih.gov/pubmed/21228334?dopt=Abstract,2011-11-12,Registry linked,journal publication,FALSE,TRUE,2013-01-09,2006-12-18,2006-06-01,2011-05-01,2011,2011-04-01,2011,195,225,619,649,-200,1595,1565,1790,Completed,Phase 2,217,TRUE,Industry,Not given,NA,Open Label,Drug,No lead center,FALSE,Duisburg,1,FALSE
NCT00418574,ClinicalTrials.gov,NA,TRUE,10.1200/jco.2012.46.4057,23478059,https://www.ncbi.nlm.nih.gov/pubmed/23478059?dopt=Abstract,2013-03-11,Registry linked,journal publication,FALSE,TRUE,2011-07-01,2007-01-04,2006-12-01,2011-06-01,2011,2010-12-01,2010,649,831,30,212,-34,1609,1427,2258,Terminated,Phase 2/Phase 3,888,TRUE,Industry,Randomized,TRUE,Double Blind,Biological,No lead center,FALSE,Berlin Bonn Dresden Erlangen Duisburg Frankfurt Freiburg Giessen Göttingen Greifswald Halle Hamburg Hannover Jena Schleswig-Holstein Köln Magdeburg Mainz Marburg LMU_München TU_München Rostock Tübingen Ulm,1,FALSE
NCT00419250,ClinicalTrials.gov,NA,TRUE,10.3109/10428194.2011.618232,21879809,https://www.ncbi.nlm.nih.gov/pubmed/21879809?dopt=Abstract,2011-11-15,Registry linked,journal publication,FALSE,FALSE,NA,2007-01-05,2006-12-01,2010-06-01,2010,2010-02-01,2010,532,652,NA,NA,-35,1243,1123,1775,Completed,Phase 1,52,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Berlin Schleswig-Holstein Köln Ulm,1,FALSE
