doi,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1159/000493368,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1186/s12877-015-0021-4,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1111/liv.12750,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-06-01,True,True,False
10.1200/jco.2017.35.4_suppl.99,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2018-02-01,True,True,True
10.1097/aln.0b013e3181f4182a,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],journal,12.0,2011-11-01,True,True,False
10.5694/j.1326-5377.2010.tb04127.x,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,,,,,
10.1055/a-0886-6384,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1016/j.ejca.2018.10.015,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2020-01-01,True,True,False
10.1093/annonc/mdu550,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2016-02-01,True,True,False
10.1016/s0140-6736(15)60031-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2016-04-01,True,True,False
10.1111/j.1398-9995.2012.02843.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2013-07-01,True,True,False
10.1097/sla.0000000000000253,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2015-05-01,True,True,False
10.1371/journal.pone.0202659,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/aln.0b013e318256ee08,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],journal,12.0,2013-06-01,True,True,False
10.1016/j.freeradbiomed.2012.02.051,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-05-01,True,True,False
10.1523/jneurosci.0260-17.2017,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'cc-by'}],journal,6.0,2017-12-21,True,False,True
10.1136/bmj.h6544,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1016/j.ypmed.2011.06.019,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2012-09-01,True,True,False
10.1016/j.envres.2015.03.021,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,24.0,2017-07-01,True,True,False
10.1158/1078-0432.ccr-11-1203,response,True,"['Institutional Repository', 'Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2012-12-15,True,True,False
10.1016/s0140-6736(14)61213-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2015-10-01,True,True,False
10.3892/ijo.2014.2382,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['publishedVersion'],False,False,True,[{'type': 'other-closed'}],Publisher,6.0,2014-12-01,True,False,True
10.1161/atvbaha.113.301227,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2014-06-01,True,True,False
10.1111/pan.12595,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2015-12-10,True,True,False
10.1017/s136898001100200x,no_embargo_info,True,['Institutional Repository'],True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc-nd'}],journal,,,,,
10.1111/jcpe.12441,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1007/s00059-015-4306-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-08-01,True,True,False
10.1200/jco.2017.35.15_suppl.2046,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2018-05-20,True,True,True
10.7554/elife.58487,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/s0140-6736(14)61170-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2015-04-30,True,True,False
10.1016/s2352-3026(19)30157-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2020-06-30,True,True,False
10.1111/ajt.14138,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2018-01-05,True,True,False
10.1007/s00408-013-9542-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-04-01,True,True,False
10.1007/s00234-017-1922-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2018-09-14,True,True,False
10.1111/j.1538-7836.2011.04255.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2012-05-01,True,True,False
10.2196/mental.7889,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.17169/refubium-13320,unresolved,,,,,,,,,,,,,,
10.1111/ajt.12155,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-04-01,True,True,False
10.1097/psy.0b013e31826ae4ae,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-10-01,True,True,False
10.1021/ac902616k,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['submittedVersion'],True,False,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1007/s00125-012-2795-7,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1007/s00784-015-1685-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-11-01,True,True,False
10.1093/ajcn/nqy229,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1111/jcpp.12661,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-11-23,True,True,False
10.1371/journal.pone.0067235,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s40257-017-0339-0,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2019-06-01,True,True,False
10.1016/s0140-6736(15)60026-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2016-02-01,True,True,False
10.1016/j.hpb.2019.10.1529,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2021-07-01,True,True,False
10.1182/blood-2013-02-484097,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2014-07-04,True,True,True
10.1016/j.brs.2019.10.007,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1016/s1474-4422(18)30176-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2019-02-01,True,True,False
10.3389/fpsyg.2019.01191,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1093/jpids/piv064,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1186/s13054-017-1901-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1097/eja.0000000000000271,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2016-09-01,True,True,False
10.1016/j.clcc.2018.07.011,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-12-01,True,True,False
10.1159/000343140,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2013-01-01,True,True,False
10.1200/jco.2013.31.15_suppl.3051,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2014-05-20,True,True,True
10.1159/000356328,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
10.1016/j.pain.2013.09.015,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,,,,,
10.1186/s12967-016-1107-2,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1016/j.psychres.2019.01.083,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2020-03-01,True,True,False
10.1002/mnfr.201500125,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-06-05,True,True,False
10.1002/cpt.258,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-12-01,True,True,False
10.1007/s12032-014-0302-3,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1097/hs9.0000000000000398,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}, {'type': 'CC BY-SA'}, {'type': 'CC BY-NC-ND'}, {'type': 'CC BY-ND'}, {'type': 'CC BY-NC-SA'}]",Journal,0.0,,True,False,True
10.1101/409276,unresolved,,,,,,,,,,,,,,
10.1097/qad.0000000000001362,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1093/jac/dku553,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2016-01-27,True,True,False
10.19224/ai2020.196,unresolved,,,,,,,,,,,,,,
10.1016/s1470-2045(09)70074-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2009-11-01,True,True,False
10.1007/s00066-014-0677-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-05-17,True,True,False
10.1186/s13023-015-0373-z,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1515/med-2019-0034,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1177/2050640613498589,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1111/ejh.12714,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-02-09,True,True,False
